,x_position,y_position,z_position,energy_dep
110,1.2831083536148071,-87.21721649169922,1729.159912109375,6.913999823154882e-05
111,10.112610816955566,-96.1789779663086,1732.5777587890625,1.0959999599435832e-05
112,10.49194622039795,-96.64501190185547,1724.15087890625,0.0001387999946018681
113,10.388384819030762,-96.77967834472656,1724.383544921875,0.00013797999417874962
114,60.76277160644531,-6.887057304382324,2469.635009765625,0.0001612899941392243
115,16.689050674438477,38.72776412963867,2320.44287109375,1.0959999599435832e-05
116,16.608755111694336,38.49501419067383,2320.44091796875,1.0959999599435832e-05
117,23.163562774658203,36.194602966308594,2294.1884765625,0.00018290999287273735
118,23.250408172607422,36.24159240722656,2294.375732421875,0.0002838099899236113
120,44.22597122192383,-13.291818618774414,3112.26171875,5.760000021837186e-06
121,44.263668060302734,-13.285198211669922,3112.288330078125,2.863000008801464e-05
122,43.689849853515625,-13.5114164352417,3112.904541015625,6.42099985270761e-05
124,51.897003173828125,-31.167905807495117,6068.896484375,4.338000144343823e-05
127,-42.48909378051758,20.138036727905273,-324.9996337890625,7.711999933235347e-05
128,-8.77872371673584,42.83606719970703,2271.391845703125,2.1919999198871665e-05
130,-14.122515678405762,48.65376663208008,2281.821533203125,5.788999987998977e-05
132,9.28468132019043,22.00954818725586,3111.034423828125,0.00010101000225404277
133,11.154464721679688,22.9133243560791,3111.25537109375,2.0999999605919584e-07
134,10.334341049194336,22.882946014404297,3111.26513671875,3.8559999666176736e-05
135,10.334527969360352,22.88508415222168,3111.26904296875,5.1300001359777525e-05
137,2.078864812850952,-52.306373596191406,-1010.7426147460938,3.4010001400019974e-05
138,0.10470223426818848,-50.363582611083984,-1020.6626586914062,3.4010001400019974e-05
139,-15.084025382995605,-72.56240844726562,-974.001708984375,1.419000000169035e-05
140,-14.112399101257324,-73.85177612304688,-972.3064575195312,2.922999919974245e-05
141,-37.57804870605469,-72.5382080078125,-982.3128051757812,6.104000203777105e-05
143,-0.2883853316307068,4.955482482910156,3113.19189453125,3.822000144282356e-05
144,-0.29548925161361694,4.952253341674805,3113.193115234375,4.495000030146912e-05
146,-41.23876953125,-87.01024627685547,6083.3447265625,5.84599983994849e-05
147,-41.50969314575195,-81.34330749511719,6083.18701171875,0.00018837999959941953
149,6.320794582366943,-50.31031799316406,3353.072509765625,5.759999839938246e-05
151,37.22783660888672,-76.19168853759766,3114.05517578125,3.8559999666176736e-05
152,37.21717071533203,-76.21045684814453,3114.064697265625,7.647999882465228e-05
153,-5.847882270812988,39.46293258666992,2424.714111328125,0.00019725000311154872
154,-2.1601881980895996,42.55791091918945,2424.177490234375,9.444000170333311e-05
155,-2.1609435081481934,42.55754852294922,2424.176513671875,0.00013768000644631684
156,-2.1983208656311035,42.60688018798828,2423.775634765625,0.00027195000438950956
157,-2.136295795440674,42.35384750366211,2424.274658203125,0.00010340999870095402
158,-2.032095193862915,41.96493911743164,2424.230224609375,0.00011775000166380778
159,49.84595489501953,30.44192886352539,2086.14013671875,0.00017255000420846045
161,-10.136947631835938,-10.263187408447266,6063.92333984375,1.3779999790131114e-05
163,-60.314456939697266,13.87129020690918,2221.155029296875,8.427000284427777e-05
164,-63.74526596069336,-1.6936280727386475,2229.238525390625,7.052999717416242e-05
165,-53.805389404296875,-15.220892906188965,2237.86669921875,0.00012901000445708632
166,-53.81894302368164,-15.229844093322754,2237.872314453125,0.0002700700133573264
167,-53.778350830078125,-15.20710563659668,2237.922119140625,0.00015033000090625137
169,-31.212614059448242,26.70229721069336,3136.316650390625,7.67800011090003e-05
171,15.443451881408691,-14.583562850952148,3353.689453125,0.0001031400024658069
173,-20.108407974243164,24.826679229736328,-947.8892211914062,1.419000000169035e-05
174,-26.535493850708008,26.196456909179688,-953.1926879882812,1.7559999832883477e-05
175,-22.645477294921875,25.683956146240234,-955.9720458984375,6.761000258848071e-05
176,-27.697010040283203,30.415414810180664,-959.1820068359375,1.3609999768959824e-05
177,-37.772544860839844,30.012292861938477,-969.7806396484375,1.419000000169035e-05
178,-32.47886276245117,22.93359375,-983.5684814453125,6.761000258848071e-05
179,-32.38682556152344,22.6468448638916,-983.8026123046875,0.00010120999650098383
181,8.925837516784668,-71.18463134765625,-941.967041015625,0.0001547800056869164
183,53.23489761352539,26.988073348999023,-936.9378662109375,1.7559999832883477e-05
186,2.2752723693847656,-36.829078674316406,3111.010009765625,1.4659999578725547e-05
187,1.9116863012313843,-37.293582916259766,3111.296142578125,1.2909999895782676e-05
188,1.9175310134887695,-37.32260513305664,3111.277587890625,5.1300001359777525e-05
189,1.9188284873962402,-37.322853088378906,3111.279541015625,2.5749999622348696e-05
191,-62.22008514404297,11.729066848754883,2793.937255859375,0.0003200699866283685
192,-62.178382873535156,11.697210311889648,2793.90478515625,0.0001302900054724887
194,-25.698299407958984,-57.9010124206543,6063.57373046875,4.7220000851666555e-05
195,-25.678815841674805,-57.889503479003906,6063.53564453125,2.8340000426396728e-05
197,22.5675048828125,-1.008130669593811,-340.3229675292969,3.839000055450015e-05
198,22.589933395385742,-0.9296961426734924,-340.2990417480469,4.4860000343760476e-05
199,64.05755615234375,-42.40510940551758,2385.315185546875,0.0002700700133573264
201,53.457645416259766,25.773828506469727,3337.802734375,2.5650000679888763e-05
202,53.453861236572266,25.775941848754883,3337.80615234375,4.4860000343760476e-05
204,9.504598617553711,-36.87567901611328,6139.03515625,1.3609999768959824e-05
206,11.091153144836426,-76.49169921875,6153.57275390625,1.7559999832883477e-05
207,6.804711818695068,-81.71869659423828,6156.1806640625,2.922999919974245e-05
208,6.310170650482178,-97.42019653320312,6154.779296875,0.00013440000475384295
210,-58.65806579589844,-19.348772048950195,-339.97723388671875,0.00010340000153519213
213,10.351134300231934,-41.35563278198242,-24.98611068725586,3.839000055450015e-05
214,14.31225872039795,-41.215511322021484,-18.74091339111328,3.839000055450015e-05
215,13.176984786987305,-45.214942932128906,-14.49815845489502,5.112999861012213e-05
216,13.175848960876465,-45.21360397338867,-14.496821403503418,3.211999865015969e-05
218,-30.22272491455078,33.213775634765625,2238.400634765625,1.0959999599435832e-05
219,-33.53949737548828,25.391803741455078,2235.126220703125,0.0001509300054749474
220,-32.782249450683594,21.807857513427734,2244.322265625,0.00021019999985583127
221,-33.045692443847656,21.955799102783203,2244.3076171875,0.00024278000637423247
222,-57.157588958740234,-4.441898345947266,2798.53271484375,0.0002233400009572506
223,-54.99337387084961,-13.267728805541992,2815.748046875,0.00015959999291226268
225,56.66539764404297,-16.550893783569336,3352.46875,3.839000055450015e-05
226,56.58721160888672,-16.396902084350586,3352.60986328125,0.00010242999996989965
228,46.09061050415039,-67.8415298461914,3352.289306640625,5.9160000091651455e-05
229,46.08885192871094,-67.84227752685547,3352.2939453125,4.4860000343760476e-05
231,-24.48604965209961,17.0129451751709,3132.287841796875,5.8900001022266224e-05
235,1.2733964920043945,24.95473289489746,3354.043701171875,0.00013040000339969993
237,8.658543586730957,-30.166933059692383,-340.0493469238281,6.803999713156372e-05
240,-11.993810653686523,23.50710105895996,3110.131103515625,7.529999948019395e-06
241,-12.895358085632324,25.444820404052734,3112.18701171875,1.4659999578725547e-05
242,-12.69660758972168,24.773733139038086,3112.133056640625,7.90999984019436e-05
244,-17.166465759277344,-29.74495506286621,6085.236328125,0.00013563000538852066
245,1.5173606872558594,36.34438705444336,6083.744140625,1.419000000169035e-05
246,2.3869364261627197,34.216182708740234,6084.58935546875,6.761000258848071e-05
247,2.416708469390869,34.24949645996094,6084.583984375,6.761000258848071e-05
248,-62.93335723876953,-13.67066764831543,-950.994384765625,0.00020711999968625605
249,31.938405990600586,41.56997299194336,2057.75634765625,8.258000161731616e-05
251,-32.15016174316406,-14.779350280761719,-338.7099609375,5.1300001359777525e-05
252,-60.928035736083984,-40.383750915527344,2193.6337890625,0.0001284099998883903
253,-54.857948303222656,-38.87769317626953,2192.469482421875,0.00012502999743446708
254,-54.48593521118164,-38.93623733520508,2191.98193359375,0.00019616000645328313
256,-38.82714080810547,17.112491607666016,3337.705810546875,7.66099983593449e-05
258,0.8266167044639587,12.159869194030762,6065.80712890625,5.450000116979936e-06
261,-60.49520492553711,15.509456634521484,2793.779296875,0.00011714999709511176
263,-0.334131121635437,-79.0639877319336,6063.87451171875,1.419000000169035e-05
265,11.579442024230957,42.54275894165039,2189.831787109375,5.927000165684149e-05
266,-12.92776107788086,1.2859740257263184,2143.83203125,0.0001273200032301247
267,-1.7722045183181763,5.067525386810303,2151.64599609375,9.383999713463709e-05
268,-1.319399118423462,4.494788646697998,2152.059326171875,0.0001629799953661859
269,-13.513130187988281,0.881427526473999,2143.7958984375,0.00023550000332761556
270,2.3949196338653564,-16.503263473510742,2337.96630859375,9.444000170333311e-05
271,24.973487854003906,-32.86701965332031,2359.673095703125,0.00023411000438500196
273,10.439682960510254,-25.484243392944336,2364.875732421875,0.00027794999186880887
274,10.260183334350586,-25.494173049926758,2364.76513671875,0.00032794999424368143
275,-56.97690963745117,-27.933177947998047,2317.010009765625,0.00042209000093862414
276,-23.240638732910156,25.73151969909668,2812.38623046875,0.00010509999992791563
277,-74.12195587158203,-14.71572208404541,-337.5661926269531,0.00010225999722024426
278,-18.58643341064453,33.04461669921875,2174.155517578125,0.00011439999798312783
279,-18.665576934814453,32.943729400634766,2174.174560546875,0.0002696599985938519
280,-7.41453218460083,44.08740234375,1947.3153076171875,3.596000169636682e-05
282,-6.679961204528809,45.014244079589844,1945.2930908203125,4.7220000851666555e-05
283,-12.412178993225098,24.135160446166992,2262.215087890625,4.7220000851666555e-05
285,-10.386279106140137,21.406740188598633,2265.07763671875,9.244999819202349e-05
286,-10.388394355773926,21.419574737548828,2265.076904296875,9.244999819202349e-05
287,-10.119309425354004,21.430408477783203,2265.01953125,0.00022255000658333302
289,-14.995591163635254,16.55571174621582,3354.0380859375,2.5749999622348696e-05
290,-14.994026184082031,16.554574966430664,3354.036865234375,2.5569999706931412e-05
293,-11.523719787597656,-7.633786201477051,3338.745849609375,5.1300001359777525e-05
294,-11.523454666137695,-7.633546829223633,3338.745361328125,1.9290000636829063e-05
295,-11.534564018249512,-7.626671314239502,3338.745361328125,8.848000288708135e-05
296,-24.793039321899414,4.7831525802612305,-389.6773681640625,2.2980000721872784e-05
298,-38.255828857421875,25.10564613342285,-337.9552307128906,2.547999974922277e-05
299,-38.24657440185547,25.107852935791016,-337.972412109375,4.4860000343760476e-05
300,65.27188873291016,-57.20347213745117,6124.27099609375,2.922999919974245e-05
301,51.17722702026367,-58.9305419921875,6085.4140625,1.419000000169035e-05
303,-34.71759033203125,2.761618137359619,3350.255859375,0.00012615000014193356
304,49.45452880859375,-40.886993408203125,2188.699462890625,2.330999996047467e-05
306,22.236421585083008,-13.104768753051758,3353.41796875,5.112999861012213e-05
307,22.23893165588379,-13.090607643127441,3353.41552734375,5.76899983570911e-05
309,-35.55208206176758,-26.742088317871094,-326.1907958984375,2.547999974922277e-05
310,-35.55323791503906,-26.741214752197266,-326.1903381347656,5.1300001359777525e-05
311,21.99243927001953,30.96499252319336,2082.74169921875,0.000185500000952743
312,22.184715270996094,31.84209442138672,2082.52880859375,0.00011238000297453254
313,-51.847190856933594,-61.27399444580078,2285.572998046875,0.00013797999417874962
315,-3.722515106201172,-38.00908279418945,-335.87567138671875,1.2909999895782676e-05
316,-10.609816551208496,-44.20850372314453,-336.78021240234375,1.2909999895782676e-05
317,-8.937590599060059,-44.72989273071289,-338.1971740722656,5.1300001359777525e-05
318,-8.940285682678223,-44.72571563720703,-338.2027587890625,7.042999641271308e-05
320,-22.47565460205078,-73.00306701660156,6198.6083984375,1.419000000169035e-05
323,-21.720661163330078,-64.29792785644531,6106.28369140625,0.00017352000577375293
325,35.0648193359375,-5.742750644683838,3353.7099609375,2.5650000679888763e-05
327,-26.961305618286133,-49.032901763916016,-946.204345703125,2.8300000849412754e-05
330,47.52988815307617,17.431556701660156,-339.925537109375,5.8829999034060165e-05
331,47.52733612060547,17.437252044677734,-339.934326171875,3.840000135824084e-05
332,1.4695974588394165,23.506872177124023,3006.685546875,0.0002728500112425536
333,-1.4456887245178223,45.10151672363281,2195.1923828125,7.052999717416242e-05
334,2.485264539718628,45.49130630493164,2193.855712890625,0.00011718000314431265
335,2.886148691177368,45.76146697998047,2193.451416015625,9.354000212624669e-05
337,-28.517122268676758,4.809479713439941,6080.28466796875,8.71700030984357e-05
338,-36.79591369628906,9.999960899353027,6093.60546875,3.4010001400019974e-05
339,-33.542518615722656,7.293824195861816,6094.6728515625,6.802000280003995e-05
340,-33.541481018066406,7.292797565460205,6094.63671875,5.84599983994849e-05
342,60.46310043334961,-3.2601771354675293,2009.571044921875,0.0001882799988379702
343,55.08305358886719,-23.243009567260742,2003.7740478515625,4.7220000851666555e-05
344,40.75489044189453,-23.667505264282227,1986.4910888671875,0.00019784999312832952
345,37.19939041137695,-27.88079833984375,1980.06640625,7.083999662427232e-05
346,36.81755828857422,-28.13849639892578,1980.1982421875,0.0001284099998883903
347,-27.06729507446289,36.34934616088867,3119.645263671875,5.112999861012213e-05
348,-24.295608520507812,37.826786041259766,3118.438232421875,4.591999822878279e-05
350,-34.05519485473633,-80.08390808105469,6089.8662109375,0.0001879699993878603
352,-3.011533260345459,-90.91248321533203,-339.7688903808594,5.8900001022266224e-05
353,-2.7310428619384766,-91.36308288574219,-339.62115478515625,0.00010242999996989965
355,22.61631965637207,-34.275848388671875,3353.7451171875,2.9580000045825727e-05
356,22.6136417388916,-34.28166580200195,3353.736572265625,0.00010242999996989965
358,27.44672203063965,17.58881950378418,6080.80078125,3.4010001400019974e-05
359,17.774795532226562,15.365448951721191,6080.89697265625,6.761000258848071e-05
360,-8.767363548278809,13.851778984069824,6064.22265625,0.00010161999671254307
361,64.9614028930664,-42.337135314941406,-952.9918212890625,0.00015437000547535717
363,-62.76367950439453,-35.94183349609375,3353.336181640625,1.4659999578725547e-05
364,-62.30708694458008,-36.23129653930664,3353.00927734375,3.8559999666176736e-05
367,-64.75341796875,-56.403236389160156,3136.851318359375,0.00012808000610675663
369,51.62459945678711,-10.918052673339844,3112.091064453125,1.2909999895782676e-05
371,48.675594329833984,-10.797723770141602,3115.98828125,4.450000051292591e-05
372,47.27669906616211,-10.346960067749023,3116.525634765625,2.5650000679888763e-05
373,47.28569030761719,-10.350290298461914,3116.52099609375,7.052000000840053e-05
374,-52.965938568115234,26.332075119018555,2503.54638671875,8.119000267470255e-05
375,-52.866127014160156,21.318199157714844,2506.904541015625,7.052999717416242e-05
376,-51.186519622802734,13.45692253112793,2493.4609375,0.00015033000090625137
379,1.8461103439331055,-72.9976577758789,-337.6853332519531,9.657000191509724e-05
380,34.12934112548828,31.21915054321289,6064.83740234375,0.00013481000496540219
382,60.74716567993164,-4.46933126449585,-27.099607467651367,4.4770000386051834e-05
383,19.44093894958496,-88.86004638671875,2427.77197265625,0.00022255000658333302
384,20.289581298828125,-87.84326171875,2427.811279296875,0.00024893999216146767
386,-68.13658905029297,-43.9609375,3337.064453125,0.00012808000610675663
388,-42.79069519042969,-36.2962646484375,3111.106201171875,8.951999916462228e-05
390,19.601043701171875,-89.12532806396484,-941.8017578125,9.737000073073432e-05
391,10.016996383666992,-86.41020202636719,-953.132080078125,0.00012076999701093882
393,43.40343475341797,-81.29058837890625,6063.9912109375,0.0001062500014086254
395,-26.789146423339844,38.347354888916016,3352.584228515625,7.67800011090003e-05
396,-18.64412498474121,-38.572120666503906,2605.2119140625,2.330999996047467e-05
397,44.60565948486328,-50.357845306396484,2576.240966796875,0.0001969500008272007
398,44.51237106323242,-50.3416862487793,2576.234619140625,0.00023489999875891954
399,-70.86357116699219,-21.797012329101562,2259.231689453125,4.523000097833574e-05
400,-69.25048828125,-22.52155876159668,2255.543701171875,0.00032963999547064304
401,50.29176712036133,-1.4666022062301636,2858.454833984375,0.0002700700133573264
402,-50.25138854980469,-7.894118309020996,2158.515869140625,0.0002942100109066814
404,19.405515670776367,41.98369216918945,-339.6159362792969,5.112999861012213e-05
405,19.405197143554688,41.98146438598633,-339.6142578125,4.450000051292591e-05
407,36.25764465332031,-87.32306671142578,-958.7084350585938,2.922999919974245e-05
409,-3.942472219467163,39.6355094909668,3111.0966796875,1.2909999895782676e-05
410,-3.771912097930908,38.82875442504883,3110.718994140625,7.382000330835581e-05
411,20.894559860229492,45.139610290527344,2473.332763671875,1.0959999599435832e-05
412,21.934242248535156,35.479591369628906,2468.111083984375,0.00023411000438500196
413,21.701265335083008,35.93616485595703,2468.019775390625,0.00023381000210065395
415,28.22016716003418,-37.757240295410156,3353.91455078125,8.276000153273344e-05
416,-14.243412971496582,-4.953220844268799,2270.63916015625,0.00017732000560499728
417,34.42149353027344,-26.041278839111328,2253.991943359375,0.00011914000060642138
418,33.15285110473633,-27.159250259399414,2252.85791015625,0.0001297999988310039
419,33.406925201416016,-27.430532455444336,2253.384033203125,0.00044510001316666603
420,34.425079345703125,-26.036455154418945,2254.009033203125,0.00019953999435529113
422,-43.064666748046875,-19.95956039428711,-324.6448669433594,7.694999658269808e-05
424,12.9179048538208,-62.37548828125,-340.4798583984375,0.00010242999996989965
426,31.333627700805664,-72.45606994628906,-339.4200134277344,2.5650000679888763e-05
427,31.34363555908203,-72.45626068115234,-339.4236755371094,3.211999865015969e-05
429,15.713407516479492,27.147253036499023,3351.6943359375,2.5650000679888763e-05
430,15.71057415008545,27.150096893310547,3351.69482421875,8.325999806402251e-05
431,18.76068115234375,33.78103256225586,2379.50390625,2.330999996047467e-05
432,19.76406478881836,38.82041549682617,2380.156005859375,6.913999823154882e-05
433,20.39051628112793,37.87271499633789,2380.091064453125,0.00018767999426927418
434,20.31389617919922,37.69449234008789,2379.81298828125,0.0002589999930933118
436,48.28035354614258,-64.67578125,6067.9609375,0.00018837999959941953
437,-7.850557327270508,35.90125274658203,2291.873046875,4.6630000724690035e-05
438,-7.777469158172607,35.88667678833008,2291.8408203125,0.00010310999641660601
440,66.81351470947266,-24.48157501220703,-950.0835571289062,0.00015396000526379794
442,21.705965042114258,-65.50443267822266,-25.880857467651367,5.419999979494605e-06
443,21.27050018310547,-65.59789276123047,-23.637659072875977,0.00010260000271955505
445,-38.28636169433594,-69.27922821044922,-945.48388671875,1.419000000169035e-05
448,-32.64556884765625,8.937084197998047,3337.981689453125,3.220999860786833e-05
452,-28.63557243347168,22.545982360839844,-338.86920166015625,0.00011516999802552164
454,45.18115997314453,-50.9222526550293,3350.385498046875,2.863000008801464e-05
455,44.49285888671875,-50.583900451660156,3352.033203125,4.450000051292591e-05
456,44.49287796020508,-50.582733154296875,3352.033203125,0.00013509999553207308
457,10.04349136352539,38.61613464355469,2276.84375,0.0004097399942111224
458,9.890254974365234,38.60189437866211,2277.04931640625,0.00021039000421296805
460,59.37025451660156,-20.315204620361328,3111.78125,0.00013323999883141369
462,10.704052925109863,-13.863896369934082,-326.71759033203125,6.803999713156372e-05
463,10.57994270324707,-14.274757385253906,-327.5970458984375,5.1139999413862824e-05
464,36.06388473510742,-39.06868362426758,-1007.5130615234375,5.84599983994849e-05
465,32.538883209228516,-42.97420883178711,-1000.6679077148438,5.450000116979936e-06
466,31.262399673461914,-38.43304443359375,-1002.53076171875,5.3160001698415726e-05
467,30.853994369506836,-36.7658576965332,-1003.063720703125,4.7220000851666555e-05
468,26.329261779785156,-32.10337448120117,-1003.9662475585938,4.338000144343823e-05
469,36.08969497680664,26.93374252319336,2042.13427734375,0.00011775000166380778
470,-2.5545010566711426,-61.78685760498047,2019.218994140625,2.1919999198871665e-05
471,-11.970778465270996,-72.05165100097656,2017.55322265625,9.383999713463709e-05
474,12.448575019836426,-51.02174377441406,-958.1572265625,0.00015437000547535717
477,29.498441696166992,-89.51254272460938,6069.76708984375,0.00013440000475384295
479,56.08287811279297,16.001649856567383,6075.39453125,2.655000025697518e-05
480,67.25505065917969,-5.7616424560546875,6087.57421875,4.3420001020422205e-05
482,61.26639938354492,11.091055870056152,-338.63250732421875,6.404000305337831e-05
484,38.0410270690918,31.63532829284668,3353.743408203125,5.1300001359777525e-05
485,38.01193618774414,31.639177322387695,3353.743408203125,3.839000055450015e-05
487,50.477230072021484,-59.36686706542969,3113.165283203125,2.5069999537663534e-05
490,38.75105667114258,-29.10129737854004,-955.8502807617188,1.419000000169035e-05
491,24.350473403930664,-48.330345153808594,-969.5667114257812,0.00013522000517696142
493,-19.650362014770508,-69.81700897216797,6088.13134765625,5.450000116979936e-06
494,-4.335888862609863,-73.78294372558594,6083.5498046875,8.676000288687646e-05
495,-4.362347602844238,-73.73623657226562,6083.54345703125,0.00011762999929487705
497,46.81449890136719,3.5660645961761475,-946.28662109375,2.922999919974245e-05
498,48.91835403442383,7.25447940826416,-944.4712524414062,0.00015396000526379794
500,-12.872749328613281,9.255450248718262,6072.20947265625,0.00015437000547535717
501,-21.734956741333008,37.400386810302734,1990.4591064453125,0.00011636000272119418
503,65.77959442138672,-36.24584197998047,-340.4595642089844,6.387000030372292e-05
504,-31.070219039916992,-16.91156578063965,2379.442138671875,1.0959999599435832e-05
505,-45.77853012084961,-34.62248611450195,2373.869873046875,7.052999717416242e-05
507,-58.25035858154297,-28.543800354003906,2368.484619140625,0.00012984000204596668
508,-58.305931091308594,-28.568849563598633,2368.595703125,0.0003157900064252317
